Reading,Receive,Value,Unit,Data Quality
2018-03-21 03:49:46,2018-03-21 03:50:05,0.01,in,A
2018-03-21 02:43:14,2018-03-21 02:43:25,0.00,in,A
2018-03-20 21:16:35,2018-03-20 21:16:45,0.02,in,A
2018-03-20 20:53:10,2018-03-20 20:53:25,0.02,in,A
2018-03-20 20:30:32,2018-03-20 20:30:45,0.01,in,A
2018-03-20 20:21:20,2018-03-20 20:21:25,0.01,in,A
2018-03-20 20:03:10,2018-03-20 20:03:26,0.01,in,A
2018-03-20 19:24:03,2018-03-20 19:24:25,0.01,in,A
2018-03-20 19:17:34,2018-03-20 19:17:45,0.01,in,A
2018-03-20 19:11:38,2018-03-20 19:11:45,0.01,in,A
2018-03-20 18:53:38,2018-03-20 18:53:45,0.01,in,A
2018-03-20 18:41:39,2018-03-20 18:41:45,0.01,in,A
2018-03-20 18:36:31,2018-03-20 18:36:45,0.01,in,A
2018-03-20 18:31:33,2018-03-20 18:31:45,0.01,in,A
2018-03-20 18:25:35,2018-03-20 18:25:45,0.01,in,A
2018-03-20 18:20:01,2018-03-20 18:20:05,0.01,in,A
2018-03-20 18:15:15,2018-03-20 18:15:25,0.01,in,A
2018-03-20 18:11:50,2018-03-20 18:12:06,0.01,in,A
2018-03-20 18:05:12,2018-03-20 18:05:25,0.01,in,A
2018-03-20 17:39:51,2018-03-20 17:40:05,0.01,in,A
2018-03-20 17:35:33,2018-03-20 17:35:45,0.01,in,A
2018-03-20 17:30:23,2018-03-20 17:30:45,0.01,in,A
2018-03-20 17:26:11,2018-03-20 17:26:25,0.01,in,A
2018-03-20 17:22:35,2018-03-20 17:22:45,0.01,in,A
2018-03-20 17:15:49,2018-03-20 17:16:06,0.02,in,A
2018-03-20 16:51:51,2018-03-20 16:52:07,0.01,in,A
2018-03-20 16:41:11,2018-03-20 16:41:26,0.01,in,A
2018-03-20 16:36:22,2018-03-20 16:36:25,0.01,in,A
2018-03-20 16:32:07,2018-03-20 16:32:25,0.01,in,A
2018-03-20 16:27:27,2018-03-20 16:27:45,0.01,in,A
2018-03-20 14:43:13,2018-03-20 14:43:25,0.00,in,A
2018-03-20 02:43:12,2018-03-20 02:43:25,0.00,in,A
2018-03-19 14:43:12,2018-03-19 14:43:25,0.00,in,A
2018-03-18 14:43:10,2018-03-18 14:43:25,0.00,in,A
2018-03-18 02:43:08,2018-03-18 02:43:25,0.00,in,A
2018-03-17 14:43:10,2018-03-17 14:43:25,0.00,in,A
2018-03-17 11:10:37,2018-03-17 11:10:45,0.01,in,A
2018-03-17 02:43:07,2018-03-17 02:43:25,0.00,in,A
2018-03-16 19:04:55,2018-03-16 19:05:05,0.01,in,A
2018-03-16 18:32:37,2018-03-16 18:32:45,0.01,in,A
2018-03-16 18:24:33,2018-03-16 18:24:45,0.02,in,A
2018-03-16 16:16:52,2018-03-16 16:17:05,0.01,in,A
2018-03-16 15:54:33,2018-03-16 15:54:45,0.01,in,A
2018-03-16 15:34:55,2018-03-16 15:35:05,0.01,in,A
2018-03-16 15:28:17,2018-03-16 15:28:25,0.01,in,A
2018-03-16 15:19:25,2018-03-16 15:19:45,0.01,in,A
2018-03-16 15:08:25,2018-03-16 15:08:45,0.01,in,A
2018-03-16 14:55:21,2018-03-16 14:55:25,0.01,in,A
2018-03-16 14:50:56,2018-03-16 14:51:05,0.02,in,A
2018-03-16 14:43:05,2018-03-16 14:43:25,0.00,in,A
2018-03-16 13:11:13,2018-03-16 13:11:25,0.01,in,A
2018-03-16 12:57:36,2018-03-16 12:57:45,0.01,in,A
2018-03-16 10:11:04,2018-03-16 10:11:25,0.01,in,A
2018-03-16 07:39:21,2018-03-16 07:39:25,0.01,in,A
2018-03-16 02:43:05,2018-03-16 02:43:25,0.00,in,A
2018-03-15 14:43:04,2018-03-15 14:43:25,0.00,in,A
2018-03-15 02:43:05,2018-03-15 02:43:25,0.00,in,A
2018-03-14 23:13:46,2018-03-14 23:14:06,0.02,in,A
2018-03-14 22:53:50,2018-03-14 22:54:05,0.01,in,A
2018-03-14 22:49:31,2018-03-14 22:49:46,0.01,in,A
2018-03-14 22:44:58,2018-03-14 22:45:05,0.01,in,A
2018-03-14 22:43:36,2018-03-14 22:43:45,0.01,in,A
2018-03-14 22:41:16,2018-03-14 22:41:25,0.01,in,A
2018-03-14 22:40:25,2018-03-14 22:40:45,0.02,in,A
2018-03-14 22:36:28,2018-03-14 22:36:46,0.01,in,A
2018-03-14 22:33:14,2018-03-14 22:33:26,0.02,in,A
2018-03-14 22:25:37,2018-03-14 22:25:46,0.01,in,A
2018-03-14 22:23:29,2018-03-14 22:23:45,0.01,in,A
2018-03-14 22:20:12,2018-03-14 22:20:26,0.01,in,A
2018-03-14 22:18:20,2018-03-14 22:18:26,0.01,in,A
2018-03-14 22:13:33,2018-03-14 22:13:46,0.01,in,A
2018-03-14 22:08:10,2018-03-14 22:08:26,0.02,in,A
2018-03-14 21:58:30,2018-03-14 21:58:46,0.01,in,A
2018-03-14 21:55:11,2018-03-14 21:55:25,0.01,in,A
2018-03-14 21:53:23,2018-03-14 21:53:45,0.01,in,A
2018-03-14 21:48:26,2018-03-14 21:48:45,0.01,in,A
2018-03-14 21:41:22,2018-03-14 21:41:25,0.02,in,A
2018-03-14 21:30:17,2018-03-14 21:30:25,0.02,in,A
2018-03-14 21:12:24,2018-03-14 21:12:45,0.01,in,A
2018-03-14 21:08:17,2018-03-14 21:08:25,0.01,in,A
2018-03-14 21:04:05,2018-03-14 21:04:26,0.01,in,A
2018-03-14 21:02:05,2018-03-14 21:02:25,0.01,in,A
2018-03-14 20:55:44,2018-03-14 20:56:05,0.01,in,A
2018-03-14 20:44:23,2018-03-14 20:44:45,0.01,in,A
2018-03-14 20:40:02,2018-03-14 20:40:05,0.01,in,A
2018-03-14 20:14:00,2018-03-14 20:14:05,0.01,in,A
2018-03-14 20:05:40,2018-03-14 20:05:45,0.01,in,A
2018-03-14 20:04:35,2018-03-14 20:04:45,0.01,in,A
2018-03-14 14:43:03,2018-03-14 14:43:25,0.00,in,A
2018-03-14 14:36:05,2018-03-14 14:36:25,0.01,in,A
2018-03-14 02:43:02,2018-03-14 02:43:05,0.00,in,A
2018-03-13 21:16:58,2018-03-13 21:17:05,0.01,in,A
2018-03-13 21:11:37,2018-03-13 21:11:45,0.01,in,A
2018-03-13 21:04:51,2018-03-13 21:05:05,0.01,in,A
2018-03-13 21:02:30,2018-03-13 21:02:46,0.01,in,A
2018-03-13 21:00:26,2018-03-13 21:00:45,0.01,in,A
2018-03-13 20:56:56,2018-03-13 20:57:05,0.01,in,A
2018-03-13 20:55:29,2018-03-13 20:55:45,0.02,in,A
2018-03-13 20:52:00,2018-03-13 20:52:06,0.01,in,A
2018-03-13 20:51:06,2018-03-13 20:51:25,0.01,in,A
2018-03-13 20:50:23,2018-03-13 20:50:45,0.01,in,A
2018-03-13 20:49:36,2018-03-13 20:49:45,0.01,in,A
2018-03-13 20:46:10,2018-03-13 20:46:25,0.01,in,A
2018-03-13 20:41:56,2018-03-13 20:42:05,0.01,in,A
2018-03-13 20:27:57,2018-03-13 20:28:06,0.01,in,A
2018-03-13 20:12:28,2018-03-13 20:12:45,0.01,in,A
2018-03-13 19:39:10,2018-03-13 19:39:25,0.01,in,A
2018-03-13 19:35:27,2018-03-13 19:35:45,0.01,in,A
2018-03-13 19:32:49,2018-03-13 19:33:05,0.01,in,A
2018-03-13 16:57:20,2018-03-13 16:57:25,0.01,in,A
2018-03-13 16:35:58,2018-03-13 16:36:05,0.01,in,A
2018-03-13 16:31:32,2018-03-13 16:31:46,0.01,in,A
2018-03-13 16:12:32,2018-03-13 16:12:45,0.01,in,A
2018-03-13 15:50:26,2018-03-13 15:50:45,0.01,in,A
2018-03-13 15:29:35,2018-03-13 15:29:45,0.01,in,A
2018-03-13 14:43:01,2018-03-13 14:43:05,0.00,in,A
2018-03-13 14:42:12,2018-03-13 14:42:25,0.01,in,A
2018-03-13 14:31:34,2018-03-13 14:31:45,0.01,in,A
2018-03-13 14:26:04,2018-03-13 14:26:25,0.01,in,A
2018-03-13 14:22:11,2018-03-13 14:22:25,0.01,in,A
2018-03-13 14:20:33,2018-03-13 14:20:45,0.01,in,A
2018-03-13 14:18:27,2018-03-13 14:18:45,0.01,in,A
2018-03-13 14:11:49,2018-03-13 14:12:05,0.01,in,A
2018-03-13 14:05:41,2018-03-13 14:05:45,0.01,in,A
2018-03-13 14:00:54,2018-03-13 14:01:05,0.01,in,A
2018-03-13 13:51:11,2018-03-13 13:51:25,0.01,in,A
2018-03-13 13:23:28,2018-03-13 13:23:45,0.01,in,A
2018-03-13 13:13:59,2018-03-13 13:14:05,0.01,in,A
2018-03-13 13:03:34,2018-03-13 13:03:45,0.01,in,A
2018-03-13 12:51:05,2018-03-13 12:51:25,0.01,in,A
2018-03-13 12:37:12,2018-03-13 12:37:26,0.01,in,A
2018-03-13 12:23:15,2018-03-13 12:23:26,0.01,in,A
2018-03-13 12:10:33,2018-03-13 12:10:45,0.01,in,A
2018-03-13 12:07:40,2018-03-13 12:07:45,0.02,in,A
2018-03-13 11:29:56,2018-03-13 11:30:05,0.01,in,A
2018-03-13 11:22:33,2018-03-13 11:22:45,0.01,in,A
2018-03-13 10:52:15,2018-03-13 10:52:25,0.01,in,A
2018-03-13 10:44:50,2018-03-13 10:45:05,0.02,in,A
2018-03-13 10:15:24,2018-03-13 10:15:45,0.01,in,A
2018-03-13 10:11:47,2018-03-13 10:12:05,0.01,in,A
2018-03-13 10:03:21,2018-03-13 10:03:25,0.01,in,A
2018-03-13 10:02:10,2018-03-13 10:02:25,0.01,in,A
2018-03-13 10:01:01,2018-03-13 10:01:05,0.01,in,A
2018-03-13 09:52:19,2018-03-13 09:52:25,0.01,in,A
2018-03-13 09:49:33,2018-03-13 09:49:45,0.01,in,A
2018-03-13 09:45:02,2018-03-13 09:45:05,0.01,in,A
2018-03-13 09:40:50,2018-03-13 09:41:05,0.01,in,A
2018-03-13 09:26:08,2018-03-13 09:26:25,0.01,in,A
2018-03-13 09:19:56,2018-03-13 09:20:05,0.01,in,A
2018-03-13 09:10:46,2018-03-13 09:11:05,0.01,in,A
2018-03-13 09:08:02,2018-03-13 09:08:05,0.01,in,A
2018-03-13 09:03:24,2018-03-13 09:03:45,0.01,in,A
2018-03-13 08:55:13,2018-03-13 08:55:25,0.01,in,A
2018-03-13 08:51:07,2018-03-13 08:51:25,0.01,in,A
2018-03-13 08:45:34,2018-03-13 08:45:45,0.01,in,A
2018-03-13 08:35:56,2018-03-13 08:36:05,0.01,in,A
2018-03-13 08:24:40,2018-03-13 08:24:45,0.01,in,A
2018-03-13 08:18:42,2018-03-13 08:18:45,0.01,in,A
2018-03-13 08:10:31,2018-03-13 08:10:45,0.01,in,A
2018-03-13 07:59:37,2018-03-13 07:59:45,0.01,in,A
2018-03-13 07:54:36,2018-03-13 07:54:45,0.01,in,A
2018-03-13 07:52:18,2018-03-13 07:52:25,0.01,in,A
2018-03-13 07:42:32,2018-03-13 07:42:45,0.01,in,A
2018-03-13 07:36:20,2018-03-13 07:36:25,0.01,in,A
2018-03-13 07:29:35,2018-03-13 07:29:45,0.02,in,A
2018-03-13 07:17:46,2018-03-13 07:18:05,0.01,in,A
2018-03-13 07:11:33,2018-03-13 07:11:45,0.01,in,A
2018-03-13 07:05:56,2018-03-13 07:06:05,0.01,in,A
2018-03-13 07:00:29,2018-03-13 07:00:45,0.01,in,A
2018-03-13 06:53:15,2018-03-13 06:53:25,0.01,in,A
2018-03-13 06:33:57,2018-03-13 06:34:06,0.01,in,A
2018-03-13 06:05:28,2018-03-13 06:05:45,0.01,in,A
2018-03-13 05:52:15,2018-03-13 05:52:25,0.01,in,A
2018-03-13 05:30:16,2018-03-13 05:30:25,0.01,in,A
2018-03-13 05:20:53,2018-03-13 05:21:05,0.01,in,A
2018-03-13 04:57:23,2018-03-13 04:57:45,0.01,in,A
2018-03-13 04:43:34,2018-03-13 04:43:45,0.01,in,A
2018-03-13 02:42:59,2018-03-13 02:43:05,0.00,in,A
2018-03-12 20:29:54,2018-03-12 20:30:05,0.01,in,A
2018-03-12 14:43:01,2018-03-12 14:43:05,0.00,in,A
2018-03-12 06:53:42,2018-03-12 06:53:45,0.01,in,A
2018-03-12 02:42:58,2018-03-12 02:43:05,0.00,in,A
2018-03-11 14:42:57,2018-03-11 14:43:05,0.00,in,A
2018-03-11 01:42:56,2018-03-11 01:43:05,0.00,in,A
2018-03-11 01:25:29,2018-03-11 01:25:45,0.01,in,A
2018-03-10 22:33:26,2018-03-10 22:33:45,0.01,in,A
2018-03-10 20:18:31,2018-03-10 20:18:46,0.01,in,A
2018-03-10 20:03:48,2018-03-10 20:04:06,0.01,in,A
2018-03-10 19:59:12,2018-03-10 19:59:25,0.01,in,A
2018-03-10 19:51:49,2018-03-10 19:52:06,0.01,in,A
2018-03-10 19:47:21,2018-03-10 19:47:26,0.04,in,A
2018-03-10 19:39:49,2018-03-10 19:40:06,0.01,in,A
2018-03-10 19:39:03,2018-03-10 19:39:26,0.01,in,A
2018-03-10 19:36:31,2018-03-10 19:36:45,0.01,in,A
2018-03-10 19:34:57,2018-03-10 19:35:07,0.01,in,A
2018-03-10 19:33:30,2018-03-10 19:33:46,0.01,in,A
2018-03-10 19:32:12,2018-03-10 19:32:26,0.02,in,A
2018-03-10 19:29:38,2018-03-10 19:29:46,0.01,in,A
2018-03-10 19:28:33,2018-03-10 19:28:46,0.01,in,A
2018-03-10 19:25:52,2018-03-10 19:26:06,0.02,in,A
2018-03-10 19:23:16,2018-03-10 19:23:26,0.01,in,A
2018-03-10 19:21:48,2018-03-10 19:22:06,0.02,in,A
2018-03-10 19:19:15,2018-03-10 19:19:26,0.01,in,A
2018-03-10 19:18:06,2018-03-10 19:18:26,0.01,in,A
2018-03-10 19:17:06,2018-03-10 19:17:25,0.01,in,A
2018-03-10 19:14:39,2018-03-10 19:14:46,0.01,in,A
2018-03-10 19:12:24,2018-03-10 19:12:46,0.01,in,A
2018-03-10 19:11:23,2018-03-10 19:11:46,0.01,in,A
2018-03-10 19:10:28,2018-03-10 19:10:46,0.02,in,A
2018-03-10 19:07:32,2018-03-10 19:07:46,0.02,in,A
2018-03-10 19:04:13,2018-03-10 19:04:27,0.01,in,A
2018-03-10 19:02:47,2018-03-10 19:03:06,0.01,in,A
2018-03-10 19:01:24,2018-03-10 19:01:46,0.01,in,A
2018-03-10 19:00:01,2018-03-10 19:00:06,0.01,in,A
2018-03-10 18:58:58,2018-03-10 18:59:06,0.01,in,A
2018-03-10 18:58:02,2018-03-10 18:58:06,0.02,in,A
2018-03-10 18:55:39,2018-03-10 18:55:46,0.01,in,A
2018-03-10 18:53:54,2018-03-10 18:54:06,0.01,in,A
2018-03-10 18:52:57,2018-03-10 18:53:05,0.01,in,A
2018-03-10 18:52:08,2018-03-10 18:52:25,0.01,in,A
2018-03-10 18:51:28,2018-03-10 18:51:46,0.01,in,A
2018-03-10 18:50:50,2018-03-10 18:51:05,0.01,in,A
2018-03-10 18:50:14,2018-03-10 18:50:26,0.01,in,A
2018-03-10 18:49:40,2018-03-10 18:49:46,0.01,in,A
2018-03-10 18:49:03,2018-03-10 18:49:26,0.01,in,A
2018-03-10 18:48:37,2018-03-10 18:48:46,0.01,in,A
2018-03-10 18:48:01,2018-03-10 18:48:06,0.02,in,A
2018-03-10 18:37:20,2018-03-10 18:37:25,0.01,in,A
2018-03-10 18:25:26,2018-03-10 18:25:45,0.01,in,A
2018-03-10 17:48:27,2018-03-10 17:48:45,0.01,in,A
2018-03-10 17:24:39,2018-03-10 17:24:45,0.01,in,A
2018-03-10 16:53:09,2018-03-10 16:53:25,0.01,in,A
2018-03-10 16:37:16,2018-03-10 16:37:25,0.01,in,A
2018-03-10 16:32:12,2018-03-10 16:32:25,0.01,in,A
2018-03-10 16:27:28,2018-03-10 16:27:45,0.01,in,A
2018-03-10 16:23:57,2018-03-10 16:24:06,0.01,in,A
2018-03-10 16:15:53,2018-03-10 16:16:05,0.03,in,A
2018-03-10 15:49:45,2018-03-10 15:50:05,0.02,in,A
2018-03-10 15:35:41,2018-03-10 15:35:45,0.01,in,A
2018-03-10 15:30:54,2018-03-10 15:31:05,0.01,in,A
2018-03-10 15:22:45,2018-03-10 15:23:05,0.01,in,A
2018-03-10 15:19:38,2018-03-10 15:19:45,0.01,in,A
2018-03-10 15:13:37,2018-03-10 15:13:45,0.01,in,A
2018-03-10 15:10:54,2018-03-10 15:11:06,0.01,in,A
2018-03-10 15:05:51,2018-03-10 15:06:05,0.01,in,A
2018-03-10 15:02:17,2018-03-10 15:02:26,0.01,in,A
2018-03-10 14:59:22,2018-03-10 14:59:25,0.02,in,A
2018-03-10 14:52:38,2018-03-10 14:52:46,0.01,in,A
2018-03-10 14:48:08,2018-03-10 14:48:26,0.01,in,A
2018-03-10 14:41:55,2018-03-10 14:42:05,0.01,in,A
2018-03-10 14:38:37,2018-03-10 14:38:46,0.01,in,A
2018-03-10 14:36:21,2018-03-10 14:36:26,0.01,in,A
2018-03-10 14:34:33,2018-03-10 14:34:45,0.01,in,A
2018-03-10 14:31:27,2018-03-10 14:31:45,0.01,in,A
2018-03-10 14:28:23,2018-03-10 14:28:45,0.01,in,A
2018-03-10 14:22:35,2018-03-10 14:22:45,0.01,in,A
2018-03-10 14:06:46,2018-03-10 14:07:05,0.01,in,A
2018-03-10 13:59:45,2018-03-10 14:00:05,0.01,in,A
2018-03-10 13:44:44,2018-03-10 13:45:05,0.01,in,A
2018-03-10 13:42:57,2018-03-10 13:43:05,0.00,in,A
2018-03-10 13:36:18,2018-03-10 13:36:25,0.01,in,A
2018-03-10 13:27:33,2018-03-10 13:27:45,0.01,in,A
2018-03-10 13:18:16,2018-03-10 13:18:25,0.01,in,A
2018-03-10 13:09:42,2018-03-10 13:09:45,0.01,in,A
2018-03-10 13:03:57,2018-03-10 13:04:05,0.01,in,A
2018-03-10 01:42:55,2018-03-10 01:43:05,0.00,in,A
2018-03-09 13:42:54,2018-03-09 13:43:05,0.00,in,A
2018-03-09 01:42:53,2018-03-09 01:43:05,0.00,in,A
2018-03-08 13:42:54,2018-03-08 13:43:05,0.00,in,A
2018-03-08 01:42:51,2018-03-08 01:43:05,0.00,in,A
2018-03-07 13:42:50,2018-03-07 13:43:05,0.00,in,A
2018-03-07 01:42:50,2018-03-07 01:43:05,0.00,in,A
2018-03-06 13:42:48,2018-03-06 13:43:05,0.00,in,A
2018-03-06 01:42:47,2018-03-06 01:43:05,0.00,in,A
2018-03-05 13:42:46,2018-03-05 13:43:05,0.00,in,A
2018-03-05 01:42:45,2018-03-05 01:43:05,0.00,in,A
2018-03-04 13:42:45,2018-03-04 13:43:05,0.00,in,A
2018-03-04 01:42:44,2018-03-04 01:43:05,0.00,in,A
2018-03-03 13:42:43,2018-03-03 13:43:05,0.00,in,A
2018-03-03 05:14:43,2018-03-03 05:15:05,0.02,in,A
2018-03-03 03:54:32,2018-03-03 03:54:45,0.01,in,A
2018-03-03 03:06:49,2018-03-03 03:07:05,0.01,in,A
2018-03-03 03:04:55,2018-03-03 03:05:05,0.01,in,A
2018-03-03 03:03:42,2018-03-03 03:03:45,0.01,in,A
2018-03-03 03:03:16,2018-03-03 03:03:25,0.01,in,A
2018-03-03 03:02:16,2018-03-03 03:02:25,0.02,in,A
2018-03-03 03:00:04,2018-03-03 03:00:25,0.01,in,A
2018-03-03 02:59:31,2018-03-03 02:59:45,0.01,in,A
2018-03-03 02:58:32,2018-03-03 02:58:45,0.01,in,A
2018-03-03 02:57:44,2018-03-03 02:58:05,0.01,in,A
2018-03-03 02:56:49,2018-03-03 02:57:05,0.01,in,A
2018-03-03 02:56:09,2018-03-03 02:56:25,0.01,in,A
2018-03-03 02:54:17,2018-03-03 02:54:25,0.01,in,A
2018-03-03 02:48:38,2018-03-03 02:48:45,0.01,in,A
2018-03-03 02:46:06,2018-03-03 02:46:25,0.01,in,A
2018-03-03 02:43:28,2018-03-03 02:43:45,0.01,in,A
2018-03-03 02:34:36,2018-03-03 02:34:45,0.01,in,A
2018-03-03 02:24:14,2018-03-03 02:24:25,0.01,in,A
2018-03-03 02:14:31,2018-03-03 02:14:45,0.01,in,A
2018-03-03 01:42:42,2018-03-03 01:42:45,0.00,in,A
2018-03-02 18:11:38,2018-03-02 18:11:45,0.01,in,A
2018-03-02 13:42:41,2018-03-02 13:42:45,0.00,in,A
2018-03-02 06:23:06,2018-03-02 06:23:25,0.01,in,A
2018-03-02 04:54:37,2018-03-02 04:54:45,0.01,in,A
2018-03-02 04:37:28,2018-03-02 04:37:45,0.02,in,A
2018-03-02 03:30:38,2018-03-02 03:30:45,0.01,in,A
2018-03-02 03:09:50,2018-03-02 03:10:05,0.01,in,A
2018-03-02 02:25:34,2018-03-02 02:25:46,0.02,in,A
2018-03-02 01:42:40,2018-03-02 01:42:45,0.00,in,A
2018-03-02 01:28:28,2018-03-02 01:28:45,0.01,in,A
2018-03-02 00:42:15,2018-03-02 00:42:25,0.02,in,A
2018-03-01 22:08:06,2018-03-01 22:08:25,0.01,in,A
2018-03-01 22:00:41,2018-03-01 22:00:46,0.01,in,A
2018-03-01 20:39:56,2018-03-01 20:40:06,0.01,in,A
2018-03-01 20:16:44,2018-03-01 20:17:05,0.01,in,A
2018-03-01 19:59:26,2018-03-01 19:59:45,0.01,in,A
2018-03-01 19:38:12,2018-03-01 19:38:25,0.01,in,A
2018-03-01 19:26:24,2018-03-01 19:26:45,0.01,in,A
2018-03-01 19:20:37,2018-03-01 19:20:45,0.01,in,A
2018-03-01 18:45:29,2018-03-01 18:45:45,0.01,in,A
2018-03-01 18:29:17,2018-03-01 18:29:25,0.01,in,A
2018-03-01 18:18:29,2018-03-01 18:18:45,0.01,in,A
2018-03-01 17:58:26,2018-03-01 17:58:45,0.01,in,A
2018-03-01 17:28:44,2018-03-01 17:29:05,0.01,in,A
2018-03-01 16:34:46,2018-03-01 16:35:05,0.01,in,A
2018-03-01 15:45:32,2018-03-01 15:45:45,0.01,in,A
2018-03-01 15:09:32,2018-03-01 15:09:45,0.01,in,A
2018-03-01 13:42:40,2018-03-01 13:42:45,0.00,in,A
2018-03-01 01:42:39,2018-03-01 01:42:45,0.00,in,A
2018-02-28 13:42:39,2018-02-28 13:42:43,0.00,in,A
2018-02-28 01:42:38,2018-02-28 01:42:43,0.00,in,A
2018-02-27 13:42:38,2018-02-27 13:42:43,0.00,in,A
2018-02-27 01:42:35,2018-02-27 01:42:45,0.00,in,A
2018-02-26 17:28:31,2018-02-26 17:28:45,0.01,in,A
2018-02-26 13:42:34,2018-02-26 13:42:45,0.00,in,A
2018-02-26 01:42:32,2018-02-26 01:42:45,0.00,in,A
2018-02-25 13:42:31,2018-02-25 13:42:45,0.00,in,A
2018-02-25 01:42:31,2018-02-25 01:42:45,0.00,in,A
2018-02-24 13:42:30,2018-02-24 13:42:45,0.00,in,A
2018-02-24 01:42:29,2018-02-24 01:42:45,0.00,in,A
2018-02-23 13:42:27,2018-02-23 13:42:45,0.00,in,A
2018-02-23 01:42:27,2018-02-23 01:42:45,0.00,in,A
2018-02-22 13:42:26,2018-02-22 13:42:45,0.00,in,A
2018-02-22 01:42:24,2018-02-22 01:42:45,0.00,in,A
2018-02-21 13:42:24,2018-02-21 13:42:45,0.00,in,A
2018-02-21 01:42:23,2018-02-21 01:42:45,0.00,in,A
2018-02-20 13:42:22,2018-02-20 13:42:25,0.00,in,A
2018-02-20 01:42:21,2018-02-20 01:42:25,0.00,in,A
2018-02-19 13:42:21,2018-02-19 13:42:25,0.00,in,A
2018-02-19 01:42:19,2018-02-19 01:42:25,0.00,in,A
2018-02-18 13:42:19,2018-02-18 13:42:25,0.00,in,A
2018-02-18 01:42:17,2018-02-18 01:42:25,0.00,in,A
2018-02-17 13:42:17,2018-02-17 13:42:25,0.00,in,A
2018-02-17 01:42:15,2018-02-17 01:42:25,0.00,in,A
2018-02-16 13:42:15,2018-02-16 13:42:25,0.00,in,A
2018-02-16 01:42:14,2018-02-16 01:42:25,0.00,in,A
2018-02-15 13:42:13,2018-02-15 13:42:45,0.00,in,A
2018-02-15 01:42:11,2018-02-15 01:42:25,0.00,in,A
2018-02-14 13:42:11,2018-02-14 13:42:25,0.00,in,A
2018-02-14 01:42:10,2018-02-14 01:42:25,0.00,in,A
2018-02-13 13:42:09,2018-02-13 13:42:25,0.00,in,A
2018-02-13 07:03:13,2018-02-13 07:03:25,0.01,in,A
2018-02-13 01:42:08,2018-02-13 01:42:25,0.00,in,A
2018-02-12 13:42:07,2018-02-12 13:42:25,0.00,in,A
2018-02-12 01:42:06,2018-02-12 01:42:25,0.00,in,A
2018-02-11 13:42:05,2018-02-11 13:42:25,0.00,in,A
2018-02-11 01:42:05,2018-02-11 01:42:25,0.00,in,A
2018-02-10 13:42:03,2018-02-10 13:42:25,0.00,in,A
2018-02-10 01:42:03,2018-02-10 01:42:25,0.00,in,A
2018-02-09 13:42:02,2018-02-09 13:42:05,0.00,in,A
2018-02-09 01:42:01,2018-02-09 01:42:05,0.00,in,A
2018-02-08 13:42:00,2018-02-08 13:42:05,0.00,in,A
2018-02-08 01:41:59,2018-02-08 01:42:05,0.00,in,A
2018-02-07 13:41:58,2018-02-07 13:42:05,0.00,in,A
2018-02-07 01:41:58,2018-02-07 01:42:05,0.00,in,A
2018-02-06 13:41:56,2018-02-06 13:42:05,0.00,in,A
2018-02-06 01:41:55,2018-02-06 01:42:05,0.00,in,A
2018-02-05 13:41:59,2018-02-05 13:42:05,0.00,in,A
2018-02-05 01:41:53,2018-02-05 01:42:05,0.00,in,A
