Reading,Receive,Value,Unit,Data Quality
2018-02-04 13:41:53,2018-02-04 13:42:05,0.00,in,A
2018-02-04 01:41:52,2018-02-04 01:42:05,0.00,in,A
2018-02-03 13:41:51,2018-02-03 13:42:05,0.00,in,A
2018-02-03 01:41:50,2018-02-03 01:42:05,0.00,in,A
2018-02-02 13:41:52,2018-02-02 13:42:05,0.00,in,A
2018-02-01 13:41:47,2018-02-01 13:42:05,0.00,in,A
2018-02-01 01:41:46,2018-02-01 01:42:05,0.00,in,A
2018-01-31 13:41:45,2018-01-31 13:42:05,0.00,in,A
2018-01-31 01:41:45,2018-01-31 01:42:05,0.00,in,A
2018-01-30 13:41:43,2018-01-30 13:42:05,0.00,in,A
2018-01-29 13:41:42,2018-01-29 13:41:45,0.00,in,A
2018-01-29 01:41:41,2018-01-29 01:41:45,0.00,in,A
2018-01-28 13:41:40,2018-01-28 13:41:45,0.00,in,A
2018-01-28 01:41:39,2018-01-28 01:41:45,0.00,in,A
2018-01-27 13:41:39,2018-01-27 13:41:45,0.00,in,A
2018-01-26 13:41:36,2018-01-26 13:41:45,0.00,in,A
2018-01-26 01:41:36,2018-01-26 01:41:45,0.00,in,A
2018-01-25 13:41:34,2018-01-25 13:41:45,0.00,in,A
2018-01-25 01:41:34,2018-01-25 01:41:45,0.00,in,A
2018-01-24 13:41:32,2018-01-24 13:41:45,0.00,in,A
2018-01-24 01:41:32,2018-01-24 01:41:45,0.00,in,A
2018-01-23 13:41:31,2018-01-23 13:41:45,0.00,in,A
2018-01-23 01:41:29,2018-01-23 01:41:45,0.00,in,A
2018-01-22 13:41:29,2018-01-22 13:41:45,0.00,in,A
2018-01-22 01:41:28,2018-01-22 01:41:45,0.00,in,A
2018-01-21 13:41:30,2018-01-21 13:41:45,0.00,in,A
2018-01-21 01:41:26,2018-01-21 01:41:45,0.00,in,A
2018-01-20 01:41:24,2018-01-20 01:41:45,0.00,in,A
2018-01-19 13:41:27,2018-01-19 13:41:45,0.00,in,A
2018-01-18 13:41:23,2018-01-18 13:41:45,0.00,in,A
2018-01-18 01:41:20,2018-01-18 01:41:25,0.00,in,A
2018-01-17 13:41:20,2018-01-17 13:41:25,0.00,in,A
2018-01-17 01:41:19,2018-01-17 01:41:25,0.00,in,A
2018-01-16 13:41:18,2018-01-16 13:41:25,0.00,in,A
2018-01-16 01:41:17,2018-01-16 01:41:25,0.00,in,A
2018-01-15 13:41:17,2018-01-15 13:41:25,0.00,in,A
2018-01-15 01:41:15,2018-01-15 01:41:25,0.00,in,A
2018-01-14 01:41:14,2018-01-14 01:41:25,0.00,in,A
2018-01-13 13:41:12,2018-01-13 13:41:25,0.00,in,A
2018-01-13 01:41:12,2018-01-13 01:41:25,0.00,in,A
2018-01-12 13:41:11,2018-01-12 13:41:25,0.00,in,A
2018-01-12 01:41:10,2018-01-12 01:41:25,0.00,in,A
2018-01-11 13:41:09,2018-01-11 13:41:25,0.00,in,A
2018-01-10 13:41:08,2018-01-10 13:41:25,0.00,in,A
2018-01-10 01:41:07,2018-01-10 01:41:25,0.00,in,A
2018-01-09 15:40:07,2018-01-09 15:40:25,0.01,in,A
2018-01-09 13:41:05,2018-01-09 13:41:25,0.00,in,A
2018-01-09 10:47:35,2018-01-09 10:47:45,0.01,in,A
2018-01-09 10:47:03,2018-01-09 10:47:25,0.01,in,A
2018-01-09 10:46:28,2018-01-09 10:46:46,0.01,in,A
2018-01-09 10:45:30,2018-01-09 10:45:45,0.01,in,A
2018-01-09 10:43:29,2018-01-09 10:43:45,0.01,in,A
2018-01-09 10:41:38,2018-01-09 10:41:46,0.01,in,A
2018-01-09 10:41:24,2018-01-09 10:41:46,0.02,in,A
2018-01-09 10:37:26,2018-01-09 10:37:46,0.01,in,A
2018-01-09 10:23:53,2018-01-09 10:24:05,0.01,in,A
2018-01-09 10:20:23,2018-01-09 10:20:45,0.01,in,A
2018-01-09 10:01:59,2018-01-09 10:02:06,0.01,in,A
2018-01-09 09:49:32,2018-01-09 09:49:45,0.01,in,A
2018-01-09 09:40:55,2018-01-09 09:41:05,0.01,in,A
2018-01-09 09:32:43,2018-01-09 09:33:05,0.01,in,A
2018-01-09 09:28:18,2018-01-09 09:28:25,0.01,in,A
2018-01-09 09:24:55,2018-01-09 09:25:05,0.01,in,A
2018-01-09 09:14:48,2018-01-09 09:15:05,0.01,in,A
2018-01-09 09:13:25,2018-01-09 09:13:45,0.01,in,A
2018-01-09 09:10:10,2018-01-09 09:10:25,0.01,in,A
2018-01-09 09:07:12,2018-01-09 09:07:25,0.01,in,A
2018-01-09 07:40:04,2018-01-09 07:40:25,0.01,in,A
2018-01-09 07:28:09,2018-01-09 07:28:25,0.01,in,A
2018-01-09 07:06:04,2018-01-09 07:06:25,0.01,in,A
2018-01-09 06:58:02,2018-01-09 06:58:05,0.01,in,A
2018-01-09 06:53:43,2018-01-09 06:54:05,0.02,in,A
2018-01-09 06:36:08,2018-01-09 06:36:25,0.01,in,A
2018-01-09 06:25:06,2018-01-09 06:25:26,0.01,in,A
2018-01-09 05:53:29,2018-01-09 05:53:45,0.01,in,A
2018-01-09 05:26:53,2018-01-09 05:27:05,0.02,in,A
2018-01-09 05:06:03,2018-01-09 05:06:25,0.02,in,A
2018-01-09 04:36:40,2018-01-09 04:36:45,0.02,in,A
2018-01-09 04:31:30,2018-01-09 04:31:46,0.01,in,A
2018-01-09 04:29:57,2018-01-09 04:30:05,0.01,in,A
2018-01-09 04:25:52,2018-01-09 04:26:05,0.01,in,A
2018-01-09 04:24:55,2018-01-09 04:25:06,0.02,in,A
2018-01-09 03:53:27,2018-01-09 03:53:46,0.02,in,A
2018-01-09 03:28:45,2018-01-09 03:29:07,0.01,in,A
2018-01-09 03:21:49,2018-01-09 03:22:06,0.01,in,A
2018-01-09 03:20:16,2018-01-09 03:20:27,0.02,in,A
2018-01-09 03:18:30,2018-01-09 03:18:47,0.01,in,A
2018-01-09 03:18:00,2018-01-09 03:18:06,0.01,in,A
2018-01-09 03:17:27,2018-01-09 03:17:46,0.01,in,A
2018-01-09 03:16:37,2018-01-09 03:16:46,0.01,in,A
2018-01-09 03:16:06,2018-01-09 03:16:26,0.01,in,A
2018-01-09 03:15:38,2018-01-09 03:15:46,0.01,in,A
2018-01-09 03:15:20,2018-01-09 03:15:27,0.01,in,A
2018-01-09 03:15:04,2018-01-09 03:15:26,0.01,in,A
2018-01-09 03:14:44,2018-01-09 03:15:06,0.01,in,A
2018-01-09 03:14:19,2018-01-09 03:14:27,0.01,in,A
2018-01-09 03:13:45,2018-01-09 03:14:08,0.01,in,A
2018-01-09 03:13:02,2018-01-09 03:13:07,0.01,in,A
2018-01-09 03:11:22,2018-01-09 03:11:27,0.01,in,A
2018-01-09 03:11:00,2018-01-09 03:11:07,0.01,in,A
2018-01-09 03:08:14,2018-01-09 03:08:27,0.01,in,A
2018-01-09 03:07:22,2018-01-09 03:07:26,0.01,in,A
2018-01-09 03:05:32,2018-01-09 03:05:46,0.01,in,A
2018-01-09 03:03:29,2018-01-09 03:03:46,0.01,in,A
2018-01-09 03:01:32,2018-01-09 03:01:46,0.02,in,A
2018-01-09 02:55:12,2018-01-09 02:55:26,0.01,in,A
2018-01-09 02:54:15,2018-01-09 02:54:27,0.01,in,A
2018-01-09 02:53:22,2018-01-09 02:53:28,0.02,in,A
2018-01-09 02:50:26,2018-01-09 02:50:46,0.01,in,A
2018-01-09 02:48:24,2018-01-09 02:48:47,0.03,in,A
2018-01-09 02:43:35,2018-01-09 02:43:46,0.01,in,A
2018-01-09 02:42:34,2018-01-09 02:42:47,0.01,in,A
2018-01-09 02:41:56,2018-01-09 02:42:06,0.01,in,A
2018-01-09 02:40:51,2018-01-09 02:41:07,0.01,in,A
2018-01-09 02:39:57,2018-01-09 02:40:06,0.01,in,A
2018-01-09 02:38:55,2018-01-09 02:39:07,0.02,in,A
2018-01-09 02:37:47,2018-01-09 02:38:07,0.01,in,A
2018-01-09 02:37:09,2018-01-09 02:37:27,0.01,in,A
2018-01-09 02:36:37,2018-01-09 02:36:47,0.01,in,A
2018-01-09 02:36:16,2018-01-09 02:36:28,0.02,in,A
2018-01-09 02:35:22,2018-01-09 02:35:27,0.02,in,A
2018-01-09 02:34:33,2018-01-09 02:34:46,0.01,in,A
2018-01-09 02:33:37,2018-01-09 02:33:47,0.01,in,A
2018-01-09 02:32:29,2018-01-09 02:32:47,0.01,in,A
2018-01-09 02:30:48,2018-01-09 02:31:06,0.01,in,A
2018-01-09 02:28:11,2018-01-09 02:28:27,0.01,in,A
2018-01-09 02:26:15,2018-01-09 02:26:27,0.01,in,A
2018-01-09 02:24:22,2018-01-09 02:24:28,0.02,in,A
2018-01-09 02:21:12,2018-01-09 02:21:27,0.01,in,A
2018-01-09 02:20:30,2018-01-09 02:20:46,0.01,in,A
2018-01-09 02:20:01,2018-01-09 02:20:06,0.02,in,A
2018-01-09 02:19:00,2018-01-09 02:19:08,0.01,in,A
2018-01-09 02:18:22,2018-01-09 02:18:26,0.02,in,A
2018-01-09 02:17:39,2018-01-09 02:17:47,0.01,in,A
2018-01-09 02:17:19,2018-01-09 02:17:27,0.01,in,A
2018-01-09 02:16:49,2018-01-09 02:17:06,0.01,in,A
2018-01-09 02:16:23,2018-01-09 02:16:46,0.01,in,A
2018-01-09 02:15:51,2018-01-09 02:16:07,0.01,in,A
2018-01-09 02:14:55,2018-01-09 02:15:06,0.01,in,A
2018-01-09 02:14:43,2018-01-09 02:15:06,0.01,in,A
2018-01-09 02:13:38,2018-01-09 02:13:47,0.01,in,A
2018-01-09 02:12:52,2018-01-09 02:13:08,0.01,in,A
2018-01-09 02:12:21,2018-01-09 02:12:26,0.01,in,A
2018-01-09 02:11:47,2018-01-09 02:12:06,0.02,in,A
2018-01-09 02:10:42,2018-01-09 02:10:47,0.02,in,A
2018-01-09 02:09:49,2018-01-09 02:10:06,0.02,in,A
2018-01-09 02:09:09,2018-01-09 02:09:26,0.01,in,A
2018-01-09 02:08:54,2018-01-09 02:09:07,0.01,in,A
2018-01-09 02:08:34,2018-01-09 02:08:47,0.02,in,A
2018-01-09 02:04:34,2018-01-09 02:04:47,0.01,in,A
2018-01-09 02:03:19,2018-01-09 02:03:27,0.01,in,A
2018-01-09 02:00:37,2018-01-09 02:00:46,0.04,in,A
2018-01-09 01:55:51,2018-01-09 01:56:06,0.01,in,A
2018-01-09 01:55:30,2018-01-09 01:55:45,0.01,in,A
2018-01-09 01:54:53,2018-01-09 01:55:06,0.01,in,A
2018-01-09 01:54:23,2018-01-09 01:54:46,0.01,in,A
2018-01-09 01:53:57,2018-01-09 01:54:07,0.01,in,A
2018-01-09 01:53:10,2018-01-09 01:53:26,0.01,in,A
2018-01-09 01:51:56,2018-01-09 01:52:06,0.01,in,A
2018-01-09 01:51:05,2018-01-09 01:51:26,0.01,in,A
2018-01-09 01:50:01,2018-01-09 01:50:07,0.01,in,A
2018-01-09 01:48:55,2018-01-09 01:49:06,0.01,in,A
2018-01-09 01:46:56,2018-01-09 01:47:07,0.01,in,A
2018-01-09 01:45:53,2018-01-09 01:46:06,0.04,in,A
2018-01-09 01:35:25,2018-01-09 01:35:45,0.01,in,A
2018-01-09 01:31:12,2018-01-09 01:31:27,0.01,in,A
2018-01-09 01:28:36,2018-01-09 01:28:45,0.01,in,A
2018-01-09 01:25:36,2018-01-09 01:25:46,0.01,in,A
2018-01-09 01:22:36,2018-01-09 01:22:46,0.01,in,A
2018-01-09 01:20:16,2018-01-09 01:20:26,0.02,in,A
2018-01-09 01:13:40,2018-01-09 01:13:46,0.02,in,A
2018-01-09 01:10:04,2018-01-09 01:10:26,0.02,in,A
2018-01-09 01:05:21,2018-01-09 01:05:25,0.02,in,A
2018-01-08 19:45:30,2018-01-08 19:45:45,0.01,in,A
2018-01-08 19:05:22,2018-01-08 19:05:25,0.01,in,A
2018-01-08 18:17:34,2018-01-08 18:17:45,0.01,in,A
2018-01-08 18:09:54,2018-01-08 18:10:05,0.01,in,A
2018-01-08 17:07:10,2018-01-08 17:07:26,0.01,in,A
2018-01-08 15:57:31,2018-01-08 15:57:46,0.01,in,A
2018-01-08 15:42:01,2018-01-08 15:42:05,0.01,in,A
2018-01-08 15:32:24,2018-01-08 15:32:45,0.01,in,A
2018-01-08 15:18:36,2018-01-08 15:18:45,0.02,in,A
2018-01-08 15:09:19,2018-01-08 15:09:25,0.01,in,A
2018-01-08 14:19:09,2018-01-08 14:19:26,0.01,in,A
2018-01-08 09:20:08,2018-01-08 09:20:25,0.01,in,A
2018-01-08 08:18:45,2018-01-08 08:19:05,0.01,in,A
2018-01-08 08:09:34,2018-01-08 08:09:45,0.01,in,A
2018-01-08 05:41:38,2018-01-08 05:41:45,0.01,in,A
2018-01-08 01:41:03,2018-01-08 01:41:25,0.00,in,A
2018-01-07 01:41:01,2018-01-07 01:41:05,0.00,in,A
2018-01-06 17:33:50,2018-01-06 17:34:05,0.01,in,A
2018-01-06 13:41:01,2018-01-06 13:41:05,0.00,in,A
2018-01-06 01:41:00,2018-01-06 01:41:05,0.00,in,A
2018-01-05 13:40:59,2018-01-05 13:41:05,0.00,in,A
2018-01-05 08:26:05,2018-01-05 08:26:25,0.01,in,A
2018-01-05 01:40:58,2018-01-05 01:41:05,0.00,in,A
2018-01-04 21:46:41,2018-01-04 21:46:45,0.01,in,A
2018-01-04 21:30:30,2018-01-04 21:30:45,0.01,in,A
2018-01-04 16:22:58,2018-01-04 16:23:05,0.01,in,A
2018-01-04 14:54:19,2018-01-04 14:54:25,0.01,in,A
2018-01-04 09:52:04,2018-01-04 09:52:25,0.01,in,A
2018-01-04 09:31:02,2018-01-04 09:31:05,0.01,in,A
2018-01-04 09:29:52,2018-01-04 09:30:06,0.01,in,A
2018-01-04 08:39:07,2018-01-04 08:39:25,0.02,in,A
2018-01-04 07:50:11,2018-01-04 07:50:25,0.01,in,A
2018-01-04 07:41:29,2018-01-04 07:41:45,0.01,in,A
2018-01-04 07:40:52,2018-01-04 07:41:05,0.03,in,A
2018-01-04 07:38:59,2018-01-04 07:39:05,0.01,in,A
2018-01-04 07:38:10,2018-01-04 07:38:25,0.01,in,A
2018-01-04 07:14:13,2018-01-04 07:14:25,0.01,in,A
2018-01-04 06:42:58,2018-01-04 06:43:05,0.01,in,A
2018-01-04 06:21:42,2018-01-04 06:21:45,0.01,in,A
2018-01-04 06:16:01,2018-01-04 06:16:05,0.01,in,A
2018-01-04 05:55:43,2018-01-04 05:56:05,0.01,in,A
2018-01-04 05:32:09,2018-01-04 05:32:25,0.01,in,A
2018-01-04 05:28:54,2018-01-04 05:29:05,0.01,in,A
2018-01-04 05:26:27,2018-01-04 05:26:46,0.01,in,A
2018-01-04 05:23:59,2018-01-04 05:24:05,0.01,in,A
2018-01-04 05:21:53,2018-01-04 05:22:05,0.01,in,A
2018-01-04 05:20:19,2018-01-04 05:20:25,0.01,in,A
2018-01-04 05:18:35,2018-01-04 05:18:45,0.01,in,A
2018-01-04 05:16:41,2018-01-04 05:16:45,0.01,in,A
2018-01-04 05:14:25,2018-01-04 05:14:45,0.02,in,A
2018-01-04 04:43:35,2018-01-04 04:43:45,0.01,in,A
2018-01-04 02:55:04,2018-01-04 02:55:25,0.01,in,A
2018-01-04 02:28:01,2018-01-04 02:28:05,0.01,in,A
2018-01-04 01:58:32,2018-01-04 01:58:45,0.01,in,A
2018-01-04 01:40:56,2018-01-04 01:41:05,0.00,in,A
2018-01-04 01:39:38,2018-01-04 01:39:45,0.01,in,A
2018-01-04 01:22:50,2018-01-04 01:23:05,0.01,in,A
2018-01-04 01:21:33,2018-01-04 01:21:45,0.01,in,A
2018-01-04 01:11:29,2018-01-04 01:11:45,0.01,in,A
2018-01-03 23:12:34,2018-01-03 23:12:45,0.02,in,A
2018-01-03 21:53:38,2018-01-03 21:53:45,0.01,in,A
2018-01-03 21:52:27,2018-01-03 21:52:45,0.01,in,A
2018-01-03 21:51:19,2018-01-03 21:51:25,0.01,in,A
2018-01-03 13:40:56,2018-01-03 13:41:05,0.00,in,A
2018-01-03 01:40:55,2018-01-03 01:41:05,0.00,in,A
2018-01-02 13:40:54,2018-01-02 13:41:05,0.00,in,A
2018-01-02 01:40:53,2018-01-02 01:41:05,0.00,in,A
2018-01-01 13:40:52,2018-01-01 13:41:05,0.00,in,A
2018-01-01 01:40:51,2018-01-01 01:41:05,0.00,in,A
2017-12-31 13:40:50,2017-12-31 13:41:05,0.00,in,A
2017-12-31 01:40:49,2017-12-31 01:41:05,0.00,in,A
2017-12-30 13:40:48,2017-12-30 13:41:05,0.00,in,A
2017-12-30 01:40:48,2017-12-30 01:41:05,0.00,in,A
2017-12-29 13:40:46,2017-12-29 13:41:05,0.00,in,A
2017-12-29 01:40:45,2017-12-29 01:41:05,0.00,in,A
2017-12-28 13:40:48,2017-12-28 13:41:05,0.00,in,A
2017-12-28 01:40:43,2017-12-28 01:41:05,0.00,in,A
2017-12-27 13:40:43,2017-12-27 13:41:05,0.00,in,A
2017-12-26 13:40:43,2017-12-26 13:41:05,0.00,in,A
2017-12-26 01:40:40,2017-12-26 01:40:45,0.00,in,A
2017-12-25 13:40:38,2017-12-25 13:40:45,0.00,in,A
2017-12-25 01:40:38,2017-12-25 01:40:45,0.00,in,A
2017-12-24 13:40:36,2017-12-24 13:40:45,0.00,in,A
2017-12-24 01:40:36,2017-12-24 01:40:45,0.00,in,A
2017-12-23 13:40:35,2017-12-23 13:40:45,0.00,in,A
2017-12-23 01:40:34,2017-12-23 01:40:45,0.00,in,A
2017-12-22 13:40:32,2017-12-22 13:40:45,0.00,in,A
2017-12-22 01:40:32,2017-12-22 01:40:45,0.00,in,A
2017-12-21 13:40:31,2017-12-21 13:40:45,0.00,in,A
2017-12-21 01:40:29,2017-12-21 01:40:45,0.00,in,A
2017-12-20 13:40:29,2017-12-20 13:40:45,0.00,in,A
2017-12-19 13:40:27,2017-12-19 13:40:45,0.00,in,A
2017-12-18 13:40:25,2017-12-18 13:40:45,0.00,in,A
2017-12-18 01:40:24,2017-12-18 01:40:45,0.00,in,A
2017-12-17 13:40:23,2017-12-17 13:40:45,0.00,in,A
2017-12-17 01:40:22,2017-12-17 01:40:25,0.00,in,A
2017-12-16 13:40:21,2017-12-16 13:40:25,0.00,in,A
2017-12-16 01:40:20,2017-12-16 01:40:25,0.00,in,A
2017-12-15 13:40:19,2017-12-15 13:40:25,0.00,in,A
2017-12-15 01:40:18,2017-12-15 01:40:25,0.00,in,A
2017-12-14 13:40:17,2017-12-14 13:40:25,0.00,in,A
2017-12-14 01:40:16,2017-12-14 01:40:25,0.00,in,A
2017-12-13 13:40:17,2017-12-13 13:40:25,0.00,in,A
2017-12-13 01:40:15,2017-12-13 01:40:25,0.00,in,A
2017-12-12 13:40:13,2017-12-12 13:40:25,0.00,in,A
2017-12-12 01:40:13,2017-12-12 01:40:25,0.00,in,A
2017-12-11 13:40:12,2017-12-11 13:40:25,0.00,in,A
2017-12-11 01:40:14,2017-12-11 01:40:25,0.00,in,A
2017-12-10 01:40:09,2017-12-10 01:40:25,0.00,in,A
2017-12-09 13:40:08,2017-12-09 13:40:25,0.00,in,A
2017-12-09 01:40:07,2017-12-09 01:40:25,0.00,in,A
2017-12-08 13:40:06,2017-12-08 13:40:25,0.00,in,A
2017-12-08 01:40:05,2017-12-08 01:40:25,0.00,in,A
2017-12-07 13:40:05,2017-12-07 13:40:25,0.00,in,A
2017-12-07 01:40:03,2017-12-07 01:40:25,0.00,in,A
2017-12-06 13:40:03,2017-12-06 13:40:25,0.00,in,A
2017-12-06 01:40:02,2017-12-06 01:40:05,0.00,in,A
2017-12-05 13:40:01,2017-12-05 13:40:05,0.00,in,A
2017-12-05 01:40:00,2017-12-05 01:40:05,0.00,in,A
2017-12-04 13:39:59,2017-12-04 13:40:05,0.00,in,A
2017-12-04 01:39:58,2017-12-04 01:40:05,0.00,in,A
2017-12-03 13:39:56,2017-12-03 13:40:05,0.00,in,A
2017-12-03 01:39:56,2017-12-03 01:40:05,0.00,in,A
2017-12-02 13:39:54,2017-12-02 13:40:05,0.00,in,A
2017-12-02 01:39:54,2017-12-02 01:40:05,0.00,in,A
2017-12-01 13:39:53,2017-12-01 13:40:05,0.00,in,A
2017-12-01 01:39:52,2017-12-01 01:40:05,0.00,in,A
2017-11-30 13:39:51,2017-11-30 13:40:05,0.00,in,A
2017-11-30 01:39:50,2017-11-30 01:40:05,0.00,in,A
2017-11-29 13:39:49,2017-11-29 13:40:05,0.00,in,A
2017-11-29 01:39:48,2017-11-29 01:40:05,0.00,in,A
2017-11-28 13:39:47,2017-11-28 13:40:05,0.00,in,A
2017-11-28 01:39:46,2017-11-28 01:40:05,0.00,in,A
2017-11-27 01:39:45,2017-11-27 01:40:05,0.00,in,A
2017-11-26 13:39:43,2017-11-26 13:40:05,0.00,in,A
2017-11-26 01:39:43,2017-11-26 01:40:05,0.00,in,A
2017-11-25 13:39:42,2017-11-25 13:39:45,0.00,in,A
2017-11-25 01:39:41,2017-11-25 01:39:45,0.00,in,A
2017-11-24 13:39:41,2017-11-24 13:39:45,0.00,in,A
2017-11-24 01:39:39,2017-11-24 01:39:45,0.00,in,A
2017-11-23 13:39:38,2017-11-23 13:39:45,0.00,in,A
2017-11-23 01:39:38,2017-11-23 01:39:45,0.00,in,A
2017-11-22 13:39:37,2017-11-22 13:39:45,0.00,in,A
2017-11-22 01:39:36,2017-11-22 01:39:45,0.00,in,A
2017-11-21 13:39:35,2017-11-21 13:39:45,0.00,in,A
2017-11-21 01:39:34,2017-11-21 01:39:45,0.00,in,A
2017-11-20 13:39:33,2017-11-20 13:39:45,0.00,in,A
2017-11-19 13:39:32,2017-11-19 13:39:45,0.00,in,A
2017-11-19 01:39:30,2017-11-19 01:39:45,0.00,in,A
2017-11-18 13:39:30,2017-11-18 13:39:45,0.00,in,A
2017-11-18 01:39:28,2017-11-18 01:39:45,0.00,in,A
2017-11-17 13:39:28,2017-11-17 13:39:45,0.00,in,A
2017-11-17 01:39:27,2017-11-17 01:39:45,0.00,in,A
2017-11-16 13:39:26,2017-11-16 13:39:45,0.00,in,A
2017-11-16 01:39:26,2017-11-16 01:39:45,0.00,in,A
2017-11-15 13:39:25,2017-11-15 13:39:45,0.00,in,A
2017-11-15 01:39:23,2017-11-15 01:39:45,0.00,in,A
2017-11-14 13:39:23,2017-11-14 13:39:45,0.00,in,A
2017-11-14 01:39:23,2017-11-14 01:39:45,0.00,in,A
2017-11-13 13:39:24,2017-11-13 13:39:45,0.00,in,A
2017-11-13 01:39:21,2017-11-13 01:39:25,0.00,in,A
2017-11-12 13:39:19,2017-11-12 13:39:25,0.00,in,A
2017-11-12 01:39:19,2017-11-12 01:39:25,0.00,in,A
2017-11-11 13:39:23,2017-11-11 13:39:45,0.00,in,A
2017-11-11 01:39:16,2017-11-11 01:39:25,0.00,in,A
2017-11-10 01:39:15,2017-11-10 01:39:25,0.00,in,A
2017-11-09 13:39:15,2017-11-09 13:39:25,0.00,in,A
2017-11-09 01:39:13,2017-11-09 01:39:25,0.00,in,A
2017-11-08 13:39:12,2017-11-08 13:39:25,0.00,in,A
2017-11-08 01:39:11,2017-11-08 01:39:25,0.00,in,A
2017-11-07 13:39:10,2017-11-07 13:39:25,0.00,in,A
2017-11-07 01:39:10,2017-11-07 01:39:25,0.00,in,A
2017-11-06 13:39:09,2017-11-06 13:39:25,0.00,in,A
2017-11-06 01:39:08,2017-11-06 01:39:25,0.00,in,A
2017-11-05 13:39:07,2017-11-05 13:39:25,0.00,in,A
2017-11-05 01:39:06,2017-11-05 01:39:25,0.00,in,A
2017-11-04 14:39:06,2017-11-04 14:39:25,0.00,in,A
2017-11-04 02:39:05,2017-11-04 02:39:25,0.00,in,A
2017-11-03 14:39:04,2017-11-03 14:39:25,0.00,in,A
2017-11-03 02:39:03,2017-11-03 02:39:25,0.00,in,A
2017-11-02 14:39:03,2017-11-02 14:39:25,0.00,in,A
2017-11-02 02:39:02,2017-11-02 02:39:05,0.00,in,A
2017-11-01 14:39:01,2017-11-01 14:39:05,0.00,in,A
2017-11-01 02:39:00,2017-11-01 02:39:05,0.00,in,A
2017-10-31 14:38:59,2017-10-31 14:39:05,0.00,in,A
2017-10-31 02:38:58,2017-10-31 02:39:05,0.00,in,A
2017-10-30 14:38:58,2017-10-30 14:39:05,0.00,in,A
2017-10-30 02:38:57,2017-10-30 02:39:05,0.00,in,A
2017-10-29 14:38:56,2017-10-29 14:39:05,0.00,in,A
2017-10-29 02:38:55,2017-10-29 02:39:05,0.00,in,A
2017-10-28 14:38:54,2017-10-28 14:39:05,0.00,in,A
2017-10-28 02:38:53,2017-10-28 02:39:05,0.00,in,A
2017-10-27 14:38:53,2017-10-27 14:39:05,0.00,in,A
2017-10-27 02:38:52,2017-10-27 02:39:05,0.00,in,A
2017-10-26 14:38:54,2017-10-26 14:39:05,0.00,in,A
2017-10-26 02:38:49,2017-10-26 02:39:05,0.00,in,A
2017-10-25 14:38:49,2017-10-25 14:39:05,0.00,in,A
2017-10-25 02:38:48,2017-10-25 02:39:05,0.00,in,A
2017-10-24 14:38:47,2017-10-24 14:39:05,0.00,in,A
2017-10-24 02:38:47,2017-10-24 02:39:05,0.00,in,A
2017-10-23 14:38:45,2017-10-23 14:39:05,0.00,in,A
2017-10-23 02:38:44,2017-10-23 02:39:05,0.00,in,A
2017-10-22 14:38:43,2017-10-22 14:39:05,0.00,in,A
2017-10-22 02:38:43,2017-10-22 02:39:05,0.00,in,A
2017-10-21 14:38:45,2017-10-21 14:39:05,0.00,in,A
2017-10-21 02:38:40,2017-10-21 02:38:45,0.00,in,A
