STATION,STATION_NAME,ELEVATION,LATITUDE,LONGITUDE,DATE,HPCP,Measurement Flag,Quality Flag
COOP:047902,SANTA BARBARA CA US,4.9,34.41667,-119.68444,20041001 00:00,999.99,}, 
COOP:047902,SANTA BARBARA CA US,4.9,34.41667,-119.68444,20041001 01:00,999.99,{, 
COOP:047902,SANTA BARBARA CA US,4.9,34.41667,-119.68444,20041001 09:00,999.99,}, 
COOP:047902,SANTA BARBARA CA US,4.9,34.41667,-119.68444,20041016 22:00,0.10, , 
COOP:047902,SANTA BARBARA CA US,4.9,34.41667,-119.68444,20041016 23:00,0.10, , 
COOP:047902,SANTA BARBARA CA US,4.9,34.41667,-119.68444,20041017 07:00,0.10, , 
COOP:047902,SANTA BARBARA CA US,4.9,34.41667,-119.68444,20041017 22:00,0.10, , 
COOP:047902,SANTA BARBARA CA US,4.9,34.41667,-119.68444,20041018 07:00,0.10, , 
COOP:047902,SANTA BARBARA CA US,4.9,34.41667,-119.68444,20041018 08:00,0.20, , 
COOP:047902,SANTA BARBARA CA US,4.9,34.41667,-119.68444,20041018 11:00,0.10, , 
COOP:047902,SANTA BARBARA CA US,4.9,34.41667,-119.68444,20041019 15:00,0.10, , 
COOP:047902,SANTA BARBARA CA US,4.9,34.41667,-119.68444,20041019 17:00,0.30, , 
COOP:047902,SANTA BARBARA CA US,4.9,34.41667,-119.68444,20041019 18:00,0.30, , 
COOP:047902,SANTA BARBARA CA US,4.9,34.41667,-119.68444,20041019 19:00,0.50, , 
COOP:047902,SANTA BARBARA CA US,4.9,34.41667,-119.68444,20041019 20:00,0.30, , 
COOP:047902,SANTA BARBARA CA US,4.9,34.41667,-119.68444,20041019 21:00,0.10, , 
COOP:047902,SANTA BARBARA CA US,4.9,34.41667,-119.68444,20041019 22:00,0.10, , 
COOP:047902,SANTA BARBARA CA US,4.9,34.41667,-119.68444,20041020 01:00,0.10, , 
COOP:047902,SANTA BARBARA CA US,4.9,34.41667,-119.68444,20041020 04:00,0.10, , 
COOP:047902,SANTA BARBARA CA US,4.9,34.41667,-119.68444,20041020 08:00,0.10, , 
COOP:047902,SANTA BARBARA CA US,4.9,34.41667,-119.68444,20041026 12:00,0.10, , 
COOP:047902,SANTA BARBARA CA US,4.9,34.41667,-119.68444,20041026 13:00,0.10, , 
COOP:047902,SANTA BARBARA CA US,4.9,34.41667,-119.68444,20041026 14:00,0.10, , 
COOP:047902,SANTA BARBARA CA US,4.9,34.41667,-119.68444,20041026 15:00,0.10, , 
COOP:047902,SANTA BARBARA CA US,4.9,34.41667,-119.68444,20041026 16:00,0.20, , 
COOP:047902,SANTA BARBARA CA US,4.9,34.41667,-119.68444,20041026 18:00,0.10, , 
COOP:047902,SANTA BARBARA CA US,4.9,34.41667,-119.68444,20041026 19:00,0.10, , 
COOP:047902,SANTA BARBARA CA US,4.9,34.41667,-119.68444,20041026 20:00,0.20, , 
COOP:047902,SANTA BARBARA CA US,4.9,34.41667,-119.68444,20041101 01:00,0.00,g, 
COOP:047902,SANTA BARBARA CA US,4.9,34.41667,-119.68444,20041101 07:00,999.99,{, 
COOP:047902,SANTA BARBARA CA US,4.9,34.41667,-119.68444,20041104 07:00,999.99,}, 
COOP:047902,SANTA BARBARA CA US,4.9,34.41667,-119.68444,20041104 08:00,999.99,[, 
COOP:047902,SANTA BARBARA CA US,4.9,34.41667,-119.68444,20041104 21:00,999.99,], 
COOP:047902,SANTA BARBARA CA US,4.9,34.41667,-119.68444,20041108 15:00,0.10, , 
COOP:047902,SANTA BARBARA CA US,4.9,34.41667,-119.68444,20041109 15:00,0.10, , 
COOP:047902,SANTA BARBARA CA US,4.9,34.41667,-119.68444,20041201 01:00,0.00,g, 
COOP:047902,SANTA BARBARA CA US,4.9,34.41667,-119.68444,20041205 09:00,0.10, , 
COOP:047902,SANTA BARBARA CA US,4.9,34.41667,-119.68444,20041205 12:00,0.10, , 
COOP:047902,SANTA BARBARA CA US,4.9,34.41667,-119.68444,20041205 14:00,0.10, , 
COOP:047902,SANTA BARBARA CA US,4.9,34.41667,-119.68444,20041207 16:00,0.10, , 
COOP:047902,SANTA BARBARA CA US,4.9,34.41667,-119.68444,20041208 12:00,0.10, , 
COOP:047902,SANTA BARBARA CA US,4.9,34.41667,-119.68444,20041226 14:00,0.10, ,R
COOP:047902,SANTA BARBARA CA US,4.9,34.41667,-119.68444,20041227 11:00,0.10, ,R
COOP:047902,SANTA BARBARA CA US,4.9,34.41667,-119.68444,20041227 12:00,0.10, ,R
COOP:047902,SANTA BARBARA CA US,4.9,34.41667,-119.68444,20041227 13:00,0.20, ,R
COOP:047902,SANTA BARBARA CA US,4.9,34.41667,-119.68444,20041227 15:00,0.10, ,R
COOP:047902,SANTA BARBARA CA US,4.9,34.41667,-119.68444,20041227 16:00,0.30, ,R
COOP:047902,SANTA BARBARA CA US,4.9,34.41667,-119.68444,20041227 17:00,0.40, ,R
COOP:047902,SANTA BARBARA CA US,4.9,34.41667,-119.68444,20041227 18:00,0.20, ,R
COOP:047902,SANTA BARBARA CA US,4.9,34.41667,-119.68444,20041227 19:00,0.10, ,R
COOP:047902,SANTA BARBARA CA US,4.9,34.41667,-119.68444,20041227 21:00,0.20, ,R
COOP:047902,SANTA BARBARA CA US,4.9,34.41667,-119.68444,20041227 22:00,0.30, ,R
COOP:047902,SANTA BARBARA CA US,4.9,34.41667,-119.68444,20041227 23:00,0.30, ,R
COOP:047902,SANTA BARBARA CA US,4.9,34.41667,-119.68444,20041228 00:00,0.20, ,R
COOP:047902,SANTA BARBARA CA US,4.9,34.41667,-119.68444,20041228 01:00,0.20, ,R
COOP:047902,SANTA BARBARA CA US,4.9,34.41667,-119.68444,20041228 02:00,0.10, ,R
COOP:047902,SANTA BARBARA CA US,4.9,34.41667,-119.68444,20041228 03:00,0.20, ,R
COOP:047902,SANTA BARBARA CA US,4.9,34.41667,-119.68444,20041228 04:00,0.20, ,R
COOP:047902,SANTA BARBARA CA US,4.9,34.41667,-119.68444,20041228 05:00,0.10, ,R
COOP:047902,SANTA BARBARA CA US,4.9,34.41667,-119.68444,20041228 10:00,0.20, ,R
COOP:047902,SANTA BARBARA CA US,4.9,34.41667,-119.68444,20041228 15:00,0.30, ,R
COOP:047902,SANTA BARBARA CA US,4.9,34.41667,-119.68444,20041228 22:00,0.20, ,R
COOP:047902,SANTA BARBARA CA US,4.9,34.41667,-119.68444,20041228 23:00,0.20, ,R
COOP:047902,SANTA BARBARA CA US,4.9,34.41667,-119.68444,20041229 00:00,0.20, ,R
COOP:047902,SANTA BARBARA CA US,4.9,34.41667,-119.68444,20050101 01:00,0.00,g, 
COOP:047902,SANTA BARBARA CA US,4.9,34.41667,-119.68444,20050102 19:00,0.10, , 
COOP:047902,SANTA BARBARA CA US,4.9,34.41667,-119.68444,20050102 21:00,0.10, , 
COOP:047902,SANTA BARBARA CA US,4.9,34.41667,-119.68444,20050102 23:00,0.10, , 
COOP:047902,SANTA BARBARA CA US,4.9,34.41667,-119.68444,20050103 00:00,0.60, , 
COOP:047902,SANTA BARBARA CA US,4.9,34.41667,-119.68444,20050103 01:00,0.40, , 
COOP:047902,SANTA BARBARA CA US,4.9,34.41667,-119.68444,20050103 02:00,0.20, , 
COOP:047902,SANTA BARBARA CA US,4.9,34.41667,-119.68444,20050103 03:00,0.10, , 
COOP:047902,SANTA BARBARA CA US,4.9,34.41667,-119.68444,20050103 05:00,0.10, , 
COOP:047902,SANTA BARBARA CA US,4.9,34.41667,-119.68444,20050103 07:00,0.10, , 
COOP:047902,SANTA BARBARA CA US,4.9,34.41667,-119.68444,20050103 22:00,0.30, , 
COOP:047902,SANTA BARBARA CA US,4.9,34.41667,-119.68444,20050104 00:00,0.10, , 
COOP:047902,SANTA BARBARA CA US,4.9,34.41667,-119.68444,20050107 05:00,0.10, , 
COOP:047902,SANTA BARBARA CA US,4.9,34.41667,-119.68444,20050107 06:00,0.10, , 
COOP:047902,SANTA BARBARA CA US,4.9,34.41667,-119.68444,20050107 07:00,0.10, , 
COOP:047902,SANTA BARBARA CA US,4.9,34.41667,-119.68444,20050107 08:00,0.20, , 
COOP:047902,SANTA BARBARA CA US,4.9,34.41667,-119.68444,20050107 09:00,0.10, , 
COOP:047902,SANTA BARBARA CA US,4.9,34.41667,-119.68444,20050107 10:00,0.10, , 
COOP:047902,SANTA BARBARA CA US,4.9,34.41667,-119.68444,20050107 11:00,0.10, , 
COOP:047902,SANTA BARBARA CA US,4.9,34.41667,-119.68444,20050107 12:00,0.10, , 
COOP:047902,SANTA BARBARA CA US,4.9,34.41667,-119.68444,20050107 14:00,0.10, , 
COOP:047902,SANTA BARBARA CA US,4.9,34.41667,-119.68444,20050107 15:00,0.10, , 
COOP:047902,SANTA BARBARA CA US,4.9,34.41667,-119.68444,20050107 16:00,0.20, , 
COOP:047902,SANTA BARBARA CA US,4.9,34.41667,-119.68444,20050107 17:00,0.10, , 
COOP:047902,SANTA BARBARA CA US,4.9,34.41667,-119.68444,20050107 18:00,0.10, , 
COOP:047902,SANTA BARBARA CA US,4.9,34.41667,-119.68444,20050107 23:00,0.10, , 
COOP:047902,SANTA BARBARA CA US,4.9,34.41667,-119.68444,20050108 00:00,0.30, , 
COOP:047902,SANTA BARBARA CA US,4.9,34.41667,-119.68444,20050108 09:00,0.10, , 
COOP:047902,SANTA BARBARA CA US,4.9,34.41667,-119.68444,20050108 11:00,0.10, , 
COOP:047902,SANTA BARBARA CA US,4.9,34.41667,-119.68444,20050108 15:00,0.20, , 
COOP:047902,SANTA BARBARA CA US,4.9,34.41667,-119.68444,20050108 16:00,0.10, , 
COOP:047902,SANTA BARBARA CA US,4.9,34.41667,-119.68444,20050108 17:00,0.10, , 
COOP:047902,SANTA BARBARA CA US,4.9,34.41667,-119.68444,20050108 18:00,0.20, , 
COOP:047902,SANTA BARBARA CA US,4.9,34.41667,-119.68444,20050108 19:00,0.20, , 
COOP:047902,SANTA BARBARA CA US,4.9,34.41667,-119.68444,20050108 20:00,0.20, , 
COOP:047902,SANTA BARBARA CA US,4.9,34.41667,-119.68444,20050108 21:00,0.10, , 
COOP:047902,SANTA BARBARA CA US,4.9,34.41667,-119.68444,20050108 22:00,0.10, , 
COOP:047902,SANTA BARBARA CA US,4.9,34.41667,-119.68444,20050108 23:00,0.10, , 
COOP:047902,SANTA BARBARA CA US,4.9,34.41667,-119.68444,20050109 01:00,0.20, , 
COOP:047902,SANTA BARBARA CA US,4.9,34.41667,-119.68444,20050109 05:00,0.10, , 
COOP:047902,SANTA BARBARA CA US,4.9,34.41667,-119.68444,20050109 06:00,0.20, , 
COOP:047902,SANTA BARBARA CA US,4.9,34.41667,-119.68444,20050109 08:00,0.30, , 
COOP:047902,SANTA BARBARA CA US,4.9,34.41667,-119.68444,20050109 09:00,0.20, , 
COOP:047902,SANTA BARBARA CA US,4.9,34.41667,-119.68444,20050109 10:00,0.30, , 
COOP:047902,SANTA BARBARA CA US,4.9,34.41667,-119.68444,20050109 11:00,0.10, , 
COOP:047902,SANTA BARBARA CA US,4.9,34.41667,-119.68444,20050109 12:00,0.10, , 
COOP:047902,SANTA BARBARA CA US,4.9,34.41667,-119.68444,20050109 13:00,0.40, , 
COOP:047902,SANTA BARBARA CA US,4.9,34.41667,-119.68444,20050109 14:00,0.10, , 
COOP:047902,SANTA BARBARA CA US,4.9,34.41667,-119.68444,20050109 15:00,0.10, , 
COOP:047902,SANTA BARBARA CA US,4.9,34.41667,-119.68444,20050109 16:00,0.20, , 
COOP:047902,SANTA BARBARA CA US,4.9,34.41667,-119.68444,20050109 18:00,0.10, , 
COOP:047902,SANTA BARBARA CA US,4.9,34.41667,-119.68444,20050109 19:00,0.10, , 
COOP:047902,SANTA BARBARA CA US,4.9,34.41667,-119.68444,20050109 20:00,0.10, , 
COOP:047902,SANTA BARBARA CA US,4.9,34.41667,-119.68444,20050110 00:00,0.10, , 
COOP:047902,SANTA BARBARA CA US,4.9,34.41667,-119.68444,20050110 02:00,0.20, , 
COOP:047902,SANTA BARBARA CA US,4.9,34.41667,-119.68444,20050110 03:00,0.20, , 
COOP:047902,SANTA BARBARA CA US,4.9,34.41667,-119.68444,20050110 05:00,0.40, , 
COOP:047902,SANTA BARBARA CA US,4.9,34.41667,-119.68444,20050110 06:00,0.30, , 
COOP:047902,SANTA BARBARA CA US,4.9,34.41667,-119.68444,20050110 07:00,0.60, , 
COOP:047902,SANTA BARBARA CA US,4.9,34.41667,-119.68444,20050110 08:00,0.30, , 
COOP:047902,SANTA BARBARA CA US,4.9,34.41667,-119.68444,20050110 12:00,0.10, , 
COOP:047902,SANTA BARBARA CA US,4.9,34.41667,-119.68444,20050110 22:00,0.10, , 
COOP:047902,SANTA BARBARA CA US,4.9,34.41667,-119.68444,20050111 00:00,0.20, , 
COOP:047902,SANTA BARBARA CA US,4.9,34.41667,-119.68444,20050111 01:00,0.10, , 
COOP:047902,SANTA BARBARA CA US,4.9,34.41667,-119.68444,20050111 10:00,0.10, , 
COOP:047902,SANTA BARBARA CA US,4.9,34.41667,-119.68444,20050126 15:00,0.10, , 
COOP:047902,SANTA BARBARA CA US,4.9,34.41667,-119.68444,20050128 07:00,0.10, , 
COOP:047902,SANTA BARBARA CA US,4.9,34.41667,-119.68444,20050128 09:00,0.10, , 
COOP:047902,SANTA BARBARA CA US,4.9,34.41667,-119.68444,20050129 15:00,0.10, , 
COOP:047902,SANTA BARBARA CA US,4.9,34.41667,-119.68444,20050201 01:00,0.00,g, 
COOP:047902,SANTA BARBARA CA US,4.9,34.41667,-119.68444,20050211 05:00,0.10, , 
COOP:047902,SANTA BARBARA CA US,4.9,34.41667,-119.68444,20050211 06:00,0.10, , 
COOP:047902,SANTA BARBARA CA US,4.9,34.41667,-119.68444,20050211 07:00,0.20, , 
COOP:047902,SANTA BARBARA CA US,4.9,34.41667,-119.68444,20050211 14:00,0.10, , 
COOP:047902,SANTA BARBARA CA US,4.9,34.41667,-119.68444,20050216 07:00,0.10, , 
COOP:047902,SANTA BARBARA CA US,4.9,34.41667,-119.68444,20050216 09:00,0.10, , 
COOP:047902,SANTA BARBARA CA US,4.9,34.41667,-119.68444,20050217 14:00,0.10, , 
COOP:047902,SANTA BARBARA CA US,4.9,34.41667,-119.68444,20050217 16:00,0.10, , 
COOP:047902,SANTA BARBARA CA US,4.9,34.41667,-119.68444,20050218 03:00,0.50, , 
COOP:047902,SANTA BARBARA CA US,4.9,34.41667,-119.68444,20050218 04:00,0.10, , 
COOP:047902,SANTA BARBARA CA US,4.9,34.41667,-119.68444,20050218 05:00,0.10, , 
COOP:047902,SANTA BARBARA CA US,4.9,34.41667,-119.68444,20050218 12:00,0.10, , 
COOP:047902,SANTA BARBARA CA US,4.9,34.41667,-119.68444,20050219 00:00,0.10, , 
COOP:047902,SANTA BARBARA CA US,4.9,34.41667,-119.68444,20050219 03:00,0.10, , 
COOP:047902,SANTA BARBARA CA US,4.9,34.41667,-119.68444,20050219 05:00,0.20, , 
COOP:047902,SANTA BARBARA CA US,4.9,34.41667,-119.68444,20050219 06:00,0.20, , 
COOP:047902,SANTA BARBARA CA US,4.9,34.41667,-119.68444,20050219 07:00,0.20, , 
COOP:047902,SANTA BARBARA CA US,4.9,34.41667,-119.68444,20050219 08:00,0.20, , 
COOP:047902,SANTA BARBARA CA US,4.9,34.41667,-119.68444,20050219 12:00,0.10, , 
COOP:047902,SANTA BARBARA CA US,4.9,34.41667,-119.68444,20050219 16:00,0.10, , 
COOP:047902,SANTA BARBARA CA US,4.9,34.41667,-119.68444,20050219 17:00,0.10, , 
COOP:047902,SANTA BARBARA CA US,4.9,34.41667,-119.68444,20050219 18:00,0.10, , 
COOP:047902,SANTA BARBARA CA US,4.9,34.41667,-119.68444,20050220 07:00,0.10, , 
COOP:047902,SANTA BARBARA CA US,4.9,34.41667,-119.68444,20050220 20:00,0.10, , 
COOP:047902,SANTA BARBARA CA US,4.9,34.41667,-119.68444,20050220 21:00,0.20, , 
COOP:047902,SANTA BARBARA CA US,4.9,34.41667,-119.68444,20050220 22:00,0.30, , 
COOP:047902,SANTA BARBARA CA US,4.9,34.41667,-119.68444,20050220 23:00,0.30, , 
COOP:047902,SANTA BARBARA CA US,4.9,34.41667,-119.68444,20050221 00:00,0.50, , 
COOP:047902,SANTA BARBARA CA US,4.9,34.41667,-119.68444,20050221 01:00,0.10, , 
COOP:047902,SANTA BARBARA CA US,4.9,34.41667,-119.68444,20050221 02:00,0.10, , 
COOP:047902,SANTA BARBARA CA US,4.9,34.41667,-119.68444,20050221 05:00,0.10, , 
COOP:047902,SANTA BARBARA CA US,4.9,34.41667,-119.68444,20050221 07:00,0.10, , 
COOP:047902,SANTA BARBARA CA US,4.9,34.41667,-119.68444,20050221 08:00,0.30, , 
COOP:047902,SANTA BARBARA CA US,4.9,34.41667,-119.68444,20050221 14:00,0.10, , 
COOP:047902,SANTA BARBARA CA US,4.9,34.41667,-119.68444,20050222 05:00,0.10, , 
COOP:047902,SANTA BARBARA CA US,4.9,34.41667,-119.68444,20050222 10:00,0.10, , 
COOP:047902,SANTA BARBARA CA US,4.9,34.41667,-119.68444,20050222 14:00,0.20, , 
COOP:047902,SANTA BARBARA CA US,4.9,34.41667,-119.68444,20050222 15:00,0.40, , 
COOP:047902,SANTA BARBARA CA US,4.9,34.41667,-119.68444,20050222 17:00,0.10, , 
COOP:047902,SANTA BARBARA CA US,4.9,34.41667,-119.68444,20050222 18:00,0.20, , 
COOP:047902,SANTA BARBARA CA US,4.9,34.41667,-119.68444,20050222 19:00,0.10, , 
COOP:047902,SANTA BARBARA CA US,4.9,34.41667,-119.68444,20050228 11:00,0.10, , 
COOP:047902,SANTA BARBARA CA US,4.9,34.41667,-119.68444,20050301 01:00,0.00,g, 
COOP:047902,SANTA BARBARA CA US,4.9,34.41667,-119.68444,20050302 13:00,0.10, , 
COOP:047902,SANTA BARBARA CA US,4.9,34.41667,-119.68444,20050302 22:00,0.10, , 
COOP:047902,SANTA BARBARA CA US,4.9,34.41667,-119.68444,20050304 02:00,0.20, , 
COOP:047902,SANTA BARBARA CA US,4.9,34.41667,-119.68444,20050304 07:00,0.10, , 
COOP:047902,SANTA BARBARA CA US,4.9,34.41667,-119.68444,20050304 14:00,0.10, , 
COOP:047902,SANTA BARBARA CA US,4.9,34.41667,-119.68444,20050318 13:00,0.10, , 
COOP:047902,SANTA BARBARA CA US,4.9,34.41667,-119.68444,20050318 16:00,0.10, , 
COOP:047902,SANTA BARBARA CA US,4.9,34.41667,-119.68444,20050319 08:00,0.10, , 
COOP:047902,SANTA BARBARA CA US,4.9,34.41667,-119.68444,20050322 06:00,0.10, , 
COOP:047902,SANTA BARBARA CA US,4.9,34.41667,-119.68444,20050322 10:00,0.10, , 
COOP:047902,SANTA BARBARA CA US,4.9,34.41667,-119.68444,20050322 11:00,0.20, , 
COOP:047902,SANTA BARBARA CA US,4.9,34.41667,-119.68444,20050322 12:00,0.20, , 
COOP:047902,SANTA BARBARA CA US,4.9,34.41667,-119.68444,20050322 13:00,0.40, , 
COOP:047902,SANTA BARBARA CA US,4.9,34.41667,-119.68444,20050322 14:00,0.60, , 
COOP:047902,SANTA BARBARA CA US,4.9,34.41667,-119.68444,20050322 15:00,0.70, , 
COOP:047902,SANTA BARBARA CA US,4.9,34.41667,-119.68444,20050322 16:00,0.30, , 
COOP:047902,SANTA BARBARA CA US,4.9,34.41667,-119.68444,20050322 19:00,0.10, , 
COOP:047902,SANTA BARBARA CA US,4.9,34.41667,-119.68444,20050322 20:00,0.10, , 
COOP:047902,SANTA BARBARA CA US,4.9,34.41667,-119.68444,20050328 10:00,0.10, , 
COOP:047902,SANTA BARBARA CA US,4.9,34.41667,-119.68444,20050401 01:00,0.00,g, 
COOP:047902,SANTA BARBARA CA US,4.9,34.41667,-119.68444,20050427 23:00,0.10, , 
COOP:047902,SANTA BARBARA CA US,4.9,34.41667,-119.68444,20050428 00:00,0.10, , 
COOP:047902,SANTA BARBARA CA US,4.9,34.41667,-119.68444,20050428 01:00,0.40, , 
COOP:047902,SANTA BARBARA CA US,4.9,34.41667,-119.68444,20050428 02:00,0.10, , 
COOP:047902,SANTA BARBARA CA US,4.9,34.41667,-119.68444,20050428 05:00,0.10, , 
COOP:047902,SANTA BARBARA CA US,4.9,34.41667,-119.68444,20050501 01:00,0.00,g, 
COOP:047902,SANTA BARBARA CA US,4.9,34.41667,-119.68444,20050501 12:00,999.99,{, 
COOP:047902,SANTA BARBARA CA US,4.9,34.41667,-119.68444,20050501 14:00,999.99,}, 
COOP:047902,SANTA BARBARA CA US,4.9,34.41667,-119.68444,20050505 07:00,0.10, , 
COOP:047902,SANTA BARBARA CA US,4.9,34.41667,-119.68444,20050505 14:00,0.10, , 
COOP:047902,SANTA BARBARA CA US,4.9,34.41667,-119.68444,20050505 17:00,0.10, , 
COOP:047902,SANTA BARBARA CA US,4.9,34.41667,-119.68444,20050509 06:00,0.10, , 
COOP:047902,SANTA BARBARA CA US,4.9,34.41667,-119.68444,20050510 13:00,0.10, , 
COOP:047902,SANTA BARBARA CA US,4.9,34.41667,-119.68444,20050601 01:00,0.00,g, 
COOP:047902,SANTA BARBARA CA US,4.9,34.41667,-119.68444,20050701 01:00,0.00,g, 
COOP:047902,SANTA BARBARA CA US,4.9,34.41667,-119.68444,20050801 01:00,0.00,g, 
COOP:047902,SANTA BARBARA CA US,4.9,34.41667,-119.68444,20050803 06:00,999.99,{, 
